Day of isolation,Mean,Lower_CI,Upper_CI
0,1.0,0.9995,1.0
1,0.9908,0.9884,0.9926
2,0.9262,0.9202,0.9317
3,0.8759,0.8685,0.883
4,0.8271,0.8186,0.8352
5,0.7845,0.7753,0.7934
6,0.7741,0.7648,0.7831
7,0.7677,0.7584,0.7769
8,0.7594,0.7499,0.7686
9,0.7506,0.741,0.76
10,0.7405,0.7308,0.75
11,0.7314,0.7216,0.741
12,0.7114,0.7014,0.7212
13,0.5578,0.5469,0.5687
14,0.2939,0.284,0.3039
15,0.1849,0.1766,0.1936
16,0.1396,0.1321,0.1473
17,0.1051,0.0985,0.112
18,0.0836,0.0777,0.0898
19,0.066,0.0607,0.0716
20,0.055,0.0502,0.0602
21,0.0486,0.0441,0.0535
22,0.0436,0.0393,0.0483
23,0.0387,0.0347,0.0432
24,0.0346,0.0308,0.0388
25,0.0336,0.0299,0.0378
26,0.0319,0.0282,0.0359
27,0.0304,0.0268,0.0343
28,0.0251,0.0219,0.0288
29,0.0231,0.02,0.0266
30,0.0217,0.0188,0.0252
