Day of isolation,Mean,Lower_CI,Upper_CI
0,1.0,0.9995,1.0
1,0.9908,0.9884,0.9926
2,0.9262,0.9202,0.9317
3,0.8759,0.8685,0.883
4,0.8383,0.8301,0.8462
5,0.7937,0.7847,0.8025
6,0.7764,0.7671,0.7854
7,0.7695,0.7601,0.7786
8,0.7592,0.7498,0.7685
9,0.7478,0.7381,0.7571
10,0.7404,0.7307,0.7499
11,0.7306,0.7208,0.7402
12,0.7058,0.6957,0.7157
13,0.5186,0.5077,0.5296
14,0.2774,0.2677,0.2873
15,0.1798,0.1715,0.1884
16,0.1353,0.128,0.143
17,0.1016,0.0951,0.1084
18,0.0795,0.0737,0.0856
19,0.0643,0.0592,0.0699
20,0.0533,0.0486,0.0585
21,0.0481,0.0436,0.053
22,0.0429,0.0386,0.0475
23,0.038,0.034,0.0424
24,0.0339,0.0301,0.038
25,0.0327,0.0291,0.0369
26,0.0314,0.0278,0.0354
27,0.0292,0.0258,0.0332
28,0.0245,0.0213,0.0281
29,0.023,0.0199,0.0265
30,0.0214,0.0184,0.0248
