Day of isolation,Mean,Lower_CI,Upper_CI
0,0.9773,0.8819,0.996
1,0.75,0.6056,0.8543
2,0.75,0.6056,0.8543
3,0.75,0.6056,0.8543
4,0.75,0.6056,0.8543
5,0.75,0.6056,0.8543
6,0.75,0.6056,0.8543
7,0.75,0.6056,0.8543
8,0.75,0.6056,0.8543
9,0.75,0.6056,0.8543
10,0.75,0.6056,0.8543
11,0.75,0.6056,0.8543
12,0.75,0.6056,0.8543
13,0.75,0.6056,0.8543
14,0.75,0.6056,0.8543
15,0.75,0.6056,0.8543
16,0.7045,0.5578,0.8184
17,0.6591,0.5114,0.7812
18,0.6364,0.4887,0.7622
19,0.6136,0.4662,0.7428
20,0.5455,0.4007,0.6829
21,0.5455,0.4007,0.6829
22,0.5455,0.4007,0.6829
23,0.5455,0.4007,0.6829
24,0.5455,0.4007,0.6829
25,0.5227,0.3794,0.6625
26,0.3182,0.2,0.4656
27,0.2955,0.1816,0.4422
28,0.2727,0.1635,0.4185
29,0.2727,0.1635,0.4185
30,0.2727,0.1635,0.4185
