Day of isolation,Mean,Lower_CI,Upper_CI
0,1.0,0.9995,1.0
1,0.9908,0.9884,0.9926
2,0.9262,0.9202,0.9317
3,0.8759,0.8685,0.883
4,0.8337,0.8254,0.8417
5,0.7916,0.7826,0.8004
6,0.7755,0.7662,0.7845
7,0.7692,0.7599,0.7783
8,0.76,0.7505,0.7692
9,0.7516,0.742,0.761
10,0.7418,0.7321,0.7512
11,0.7324,0.7226,0.742
12,0.7094,0.6993,0.7192
13,0.528,0.517,0.5389
14,0.279,0.2693,0.2889
15,0.1804,0.1721,0.189
16,0.1358,0.1285,0.1435
17,0.1019,0.0955,0.1088
18,0.0803,0.0746,0.0865
19,0.0643,0.0592,0.0699
20,0.0533,0.0486,0.0585
21,0.0481,0.0436,0.053
22,0.0431,0.0389,0.0478
23,0.0385,0.0345,0.0429
24,0.0339,0.0301,0.038
25,0.0327,0.0291,0.0369
26,0.0314,0.0278,0.0354
27,0.0292,0.0258,0.0332
28,0.0245,0.0213,0.0281
29,0.023,0.0199,0.0265
30,0.0214,0.0184,0.0248
