Day of isolation,Mean,Lower_CI,Upper_CI
0,1.0,0.9995,1.0
1,0.9908,0.9884,0.9926
2,0.9262,0.9202,0.9317
3,0.8759,0.8685,0.883
4,0.8383,0.8301,0.8462
5,0.7937,0.7847,0.8025
6,0.7764,0.7671,0.7854
7,0.7695,0.7601,0.7786
8,0.7554,0.7458,0.7647
9,0.7421,0.7324,0.7516
10,0.7361,0.7264,0.7457
11,0.7264,0.7165,0.736
12,0.6805,0.6702,0.6907
13,0.4751,0.4642,0.4861
14,0.2694,0.2598,0.2792
15,0.1763,0.1681,0.1848
16,0.1332,0.1259,0.1408
17,0.1008,0.0944,0.1076
18,0.08,0.0742,0.0861
19,0.0636,0.0585,0.0692
20,0.053,0.0483,0.0581
21,0.0479,0.0434,0.0527
22,0.0422,0.038,0.0469
23,0.0379,0.0339,0.0423
24,0.0336,0.0299,0.0378
25,0.0326,0.0289,0.0367
26,0.0312,0.0276,0.0353
27,0.0292,0.0258,0.0332
28,0.0245,0.0213,0.0281
29,0.023,0.0199,0.0265
30,0.0214,0.0184,0.0248
