Day of isolation,Mean,Lower_CI,Upper_CI
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0007062323441913952,0.0,0.0
3,0.0017874553136171597,0.0,0.0
4,0.004087397815054624,0.0,0.0
5,0.007262318442038949,0.0,0.0
6,0.010830979225519363,0.0,0.0
7,0.014849628759281018,0.0,0.0
8,0.01931201719957001,0.0,0.0
9,0.02459313517162071,0.0,0.0
10,0.030636734081647958,0.0,0.0
11,0.0370803229919252,0.0,0.0
12,0.04379265518362041,0.0,0.0
13,0.051004974875628106,0.0,0.0
14,0.06838579035524112,0.0,0.0
15,0.2430939226519337,0.0,1.0
16,0.8299355016124597,0.0,2.0
17,1.6886140346491338,0.0,3.0
18,2.637196570085748,0.0,4.0
19,3.609697257568561,0.0,5.0
20,4.59204769880753,1.0,6.0
21,5.57753556161096,2.0,7.0
22,6.56553586160346,3.0,8.0
23,7.555042373940651,4.0,9.0
24,8.546092597685059,5.0,10.0
25,9.53822404439889,6.0,11.0
26,10.531399215019624,7.0,12.0
27,11.525349366265843,8.0,13.0
28,12.519843253918651,9.0,14.0
29,13.514887127821805,10.0,15.0
30,14.510249743756406,11.0,16.0
