Day of isolation,Mean,Lower_CI,Upper_CI
0,0.0,0.0,0.0
1,0.039603960396039604,0.0,1.0
2,0.2896039603960396,0.0,2.0
3,0.7896039603960396,0.0,3.0
4,1.2896039603960396,0.0,4.0
5,1.7896039603960396,0.0,5.0
6,2.2896039603960396,0.0,6.0
7,2.7945544554455446,0.0,7.0
8,3.3267326732673266,0.0,8.0
9,4.017326732673268,0.0,9.0
10,4.797029702970297,0.0,10.0
11,5.5816831683168315,0.0,11.0
12,6.366336633663367,0.0,12.0
13,7.150990099009901,0.0,13.0
14,7.935643564356436,0.0,14.0
15,8.720297029702971,0.0,15.0
16,9.504950495049505,0.0,16.0
17,10.292079207920793,0.0,17.0
18,11.081683168316832,0.0,18.0
19,11.886138613861386,0.0,19.0
20,12.700495049504951,0.0,20.0
21,13.529702970297029,0.0,21.0
22,14.371287128712872,0.0,22.0
23,15.220297029702971,0.0,23.0
24,16.08910891089109,0.0,24.0
25,16.967821782178216,0.0,25.0
26,17.861386138613863,0.0,26.0
27,18.757425742574256,0.0,27.0
28,19.663366336633665,0.0,28.0
29,20.56930693069307,0.0,29.0
30,21.487623762376238,0.0,30.0
