Day of isolation,Mean,Lower_CI,Upper_CI
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0007062323441913952,0.0,0.0
3,0.0017874553136171597,0.0,0.0
4,0.0034374140646483836,0.0,0.0
5,0.005799855003624909,0.0,0.0
6,0.008862278443038924,0.0,0.0
7,0.012518437039074024,0.0,0.0
8,0.016899577510562237,0.0,0.0
9,0.02223694407639809,0.0,0.0
10,0.028286792830179246,0.0,0.0
11,0.03471163220919477,0.0,0.0
12,0.04153646158846029,0.0,0.0
13,0.05142996425089373,0.0,0.0
14,0.09542886427839305,0.0,1.0
15,0.40885852853678656,0.0,2.0
16,1.165227119322017,0.0,3.0
17,2.0994600134996624,0.0,4.0
18,3.075054373640659,1.0,5.0
19,4.0599547511312215,2.0,6.0
20,5.047205069873253,3.0,7.0
21,6.035886602834929,4.0,8.0
22,7.025899352516187,5.0,9.0
23,8.017087072823179,6.0,10.0
24,9.009206019849504,7.0,11.0
25,10.00185620359491,8.0,12.0
26,10.995393865153371,9.0,13.0
27,11.989675258118547,10.0,14.0
28,12.98457538561536,11.0,15.0
29,13.97985675358116,12.0,16.0
30,14.975425614359642,13.0,17.0
