Day of isolation,Mean,Lower_CI,Upper_CI
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0007062323441913952,0.0,0.0
3,0.0017874553136171597,0.0,0.0
4,0.0034374140646483836,0.0,0.0
5,0.005799855003624909,0.0,0.0
6,0.008862278443038924,0.0,0.0
7,0.012518437039074024,0.0,0.0
8,0.0166620834479138,0.0,0.0
9,0.02169945751356216,0.0,0.0
10,0.027399315017124573,0.0,0.0
11,0.033561660958476035,0.0,0.0
12,0.040023999400015,0.0,0.0
13,0.04756756081097972,0.0,0.0
14,0.07789805254868629,0.0,1.0
15,0.3701094972625684,0.0,2.0
16,1.1226844328891779,0.0,3.0
17,2.056342341441464,0.0,4.0
18,3.0321866953326166,1.0,5.0
19,4.017037074073148,2.0,6.0
20,5.00425614359641,3.0,7.0
21,5.992956426089348,4.0,8.0
22,6.982994175145621,5.0,9.0
23,7.9741756456088595,6.0,10.0
24,8.966313342166446,7.0,11.0
25,9.958969775755605,8.0,12.0
26,10.952519937001576,9.0,13.0
27,11.946795080122996,10.0,14.0
28,12.941688957776055,11.0,15.0
29,13.936989075273118,12.0,16.0
30,14.932557936051598,13.0,17.0
