Day of isolation,Mean,Lower_CI,Upper_CI
0,3.758443538911527,1.0,11.0
1,2.758443538911527,0.0,10.0
2,1.824454388640284,0.0,9.0
3,1.1862515937101572,0.0,8.0
4,0.7791867703307417,0.0,7.0
5,0.5320304492387691,0.0,6.0
6,0.37479063023424414,0.0,5.0
7,0.26926826829329265,0.0,4.0
8,0.19529511762205945,0.0,3.0
9,0.1428339291517712,0.0,2.0
10,0.1052473688157796,0.0,1.0
11,0.07795430114247144,0.0,0.0
12,0.05864228394290143,0.0,0.0
13,0.0447988800279993,0.0,0.0
14,0.03489912752181196,0.0,0.0
15,0.02756181095472613,0.0,0.0
16,0.022086947826304344,0.0,0.0
17,0.017718307042323942,0.0,0.0
18,0.014193395165120871,0.0,0.0
19,0.011380965475863104,0.0,0.0
20,0.008956026099347517,0.0,0.0
21,0.006924826879328017,0.0,0.0
22,0.005293617659558511,0.0,0.0
23,0.00404364890877728,0.0,0.0
24,0.00303742406439839,0.0,0.0
25,0.0022686932826679333,0.0,0.0
26,0.0015812104697382565,0.0,0.0
27,0.001024974375640609,0.0,0.0
28,0.0005874853128671783,0.0,0.0
29,0.0002749931251718707,0.0,0.0
30,0.0,0.0,0.0
