Day of isolation,Mean,Lower_CI,Upper_CI
0,5.931818181818182,4.0,9.0
1,4.931818181818182,3.0,8.0
2,3.9318181818181817,2.0,7.0
3,2.9318181818181817,1.0,6.0
4,1.9318181818181819,0.0,5.0
5,1.1363636363636365,0.0,4.0
6,0.7045454545454546,0.0,3.0
7,0.45454545454545453,0.0,2.0
8,0.20454545454545456,0.0,1.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.0,0.0
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.0,0.0,0.0
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
