Day of isolation,Mean,Lower_CI,Upper_CI
0,6.121515712107198,4.0,11.0
1,5.121515712107198,3.0,10.0
2,4.122071948201295,2.0,9.0
3,3.124421889452764,1.0,8.0
4,2.131902952426189,0.0,7.0
5,1.3258981025474363,0.0,6.0
6,0.7722181945451364,0.0,5.0
7,0.4334391640208995,0.0,4.0
8,0.24475013124671882,0.0,3.0
9,0.1426151846203845,0.0,2.0
10,0.08864778380540486,0.0,1.0
11,0.06236719082022949,0.0,0.0
12,0.046630084247893805,0.0,0.0
13,0.03611159721006975,0.0,0.0
14,0.028499287517812055,0.0,0.0
15,0.022774430639234018,0.0,0.0
16,0.01817454563635909,0.0,0.0
17,0.01448713782155446,0.0,0.0
18,0.01141846453838654,0.0,0.0
19,0.009012274693132672,0.0,0.0
20,0.006937326566835829,0.0,0.0
21,0.00523111922201945,0.0,0.0
22,0.0038811529711757207,0.0,0.0
23,0.0029499262518437037,0.0,0.0
24,0.00222494437639059,0.0,0.0
25,0.0015812104697382565,0.0,0.0
26,0.0010562235944101398,0.0,0.0
27,0.0006812329691757706,0.0,0.0
28,0.00039999000024999373,0.0,0.0
29,0.00018749531261718456,0.0,0.0
30,0.0,0.0,0.0
