Day of isolation,Mean,Lower_CI,Upper_CI
0,10.165752106197345,2.0,20.0
1,9.165752106197345,1.0,19.0
2,8.168877028074299,0.0,18.0
3,7.221700707482313,0.0,17.0
4,6.366509587260318,0.0,16.0
5,5.5863853403664905,0.0,15.0
6,4.8720219494512635,0.0,14.0
7,4.215369615759606,0.0,13.0
8,3.6017099572510687,0.0,12.0
9,3.024905627359316,0.0,11.0
10,2.485737856553586,0.0,10.0
11,1.9930876728081799,0.0,9.0
12,1.544486387840304,0.0,8.0
13,1.15649608759781,0.0,7.0
14,0.8312729681757957,0.0,6.0
15,0.5657921051973701,0.0,5.0
16,0.36382840428989277,0.0,4.0
17,0.2170945726356841,0.0,3.0
18,0.12028449288767781,0.0,2.0
19,0.0630859228519287,0.0,1.0
20,0.02990550236244094,0.0,0.0
21,0.014499637509062274,0.0,0.0
22,0.007031074223144421,0.0,0.0
23,0.003918652033699158,0.0,0.0
24,0.0025624359391015223,0.0,0.0
25,0.0016749581260468488,0.0,0.0
26,0.0010749731256718582,0.0,0.0
27,0.0006874828129296768,0.0,0.0
28,0.0003937401564960876,0.0,0.0
29,0.00015624609384765382,0.0,0.0
30,0.0,0.0,0.0
