Day of isolation,Mean,Lower_CI,Upper_CI
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.25742574257425743,0.0,1.0
4,0.6311881188118812,0.0,2.0
5,1.131188118811881,0.0,3.0
6,1.698019801980198,0.0,4.0
7,2.3118811881188117,0.0,5.0
8,2.952970297029703,0.0,6.0
9,3.5965346534653464,0.0,7.0
10,4.25,0.0,8.0
11,4.905940594059406,0.0,9.0
12,5.586633663366337,0.0,10.0
13,6.27970297029703,0.0,11.0
14,6.987623762376238,0.0,12.0
15,7.715346534653466,0.0,13.0
16,8.46039603960396,0.0,14.0
17,9.240099009900991,0.0,15.0
18,10.064356435643564,0.0,16.0
19,10.903465346534654,0.0,17.0
20,11.767326732673267,0.0,18.0
21,12.643564356435643,0.0,19.0
22,13.524752475247524,0.0,20.0
23,14.428217821782178,0.0,21.0
24,15.334158415841584,0.0,22.0
25,16.242574257425744,0.0,23.0
26,17.150990099009903,0.0,24.0
27,18.06188118811881,0.0,25.0
28,18.975247524752476,0.0,26.0
29,19.896039603960396,0.0,27.0
30,20.81930693069307,0.0,28.0
