Day of isolation,Mean,Lower_CI,Upper_CI
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.3181818181818182,0.0,1.0
4,1.0681818181818181,0.0,2.0
5,1.8181818181818181,0.0,3.0
6,2.5681818181818183,0.0,4.0
7,3.5,0.0,5.0
8,4.5,1.0,6.0
9,5.5,2.0,7.0
10,6.5,3.0,8.0
11,7.5,4.0,9.0
12,8.5,5.0,10.0
13,9.5,6.0,11.0
14,10.5,7.0,12.0
15,11.5,8.0,13.0
16,12.5,9.0,14.0
17,13.5,10.0,15.0
18,14.5,11.0,16.0
19,15.5,12.0,17.0
20,16.5,13.0,18.0
21,17.5,14.0,19.0
22,18.5,15.0,20.0
23,19.5,16.0,21.0
24,20.5,17.0,22.0
25,21.5,18.0,23.0
26,22.5,19.0,24.0
27,23.5,20.0,25.0
28,24.5,21.0,26.0
29,25.5,22.0,27.0
30,26.5,23.0,28.0
