Day of isolation,Mean,Lower_CI,Upper_CI
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0006812329691757706,0.0,0.0
4,0.0016937076573085672,0.0,0.0
5,0.002818679533011675,0.0,0.0
6,0.004724881877953051,0.0,0.0
7,0.007343566410839729,0.0,0.0
8,0.010630984225394366,0.0,0.0
9,0.014355891102722432,0.0,0.0
10,0.0185932851678708,0.0,0.0
11,0.023505662358441037,0.0,0.0
12,0.028886777830554235,0.0,0.0
13,0.03479288017799555,0.0,0.0
14,0.04096147596310092,0.0,0.0
15,0.04854253643658909,0.0,0.0
16,0.07666058348541287,0.0,1.0
17,0.2797992550186245,0.0,2.0
18,0.8639221519462014,0.0,3.0
19,1.7169883252918676,0.0,4.0
20,2.66249593760156,0.0,5.0
21,3.6369403264918376,0.0,6.0
22,4.620115747106323,1.0,7.0
23,5.605547361315967,2.0,8.0
24,6.592647683807905,3.0,9.0
25,7.580810479738006,4.0,10.0
26,8.570004499887503,5.0,11.0
27,9.560173495662609,6.0,12.0
28,10.551236219094523,7.0,13.0
29,11.542930176745582,8.0,14.0
30,12.53521786955326,9.0,15.0
