Day of isolation,Mean,Lower_CI,Upper_CI
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.25,0.0,1.0
4,0.5,0.0,2.0
5,0.7954545454545454,0.0,3.0
6,1.3181818181818181,0.0,4.0
7,2.022727272727273,0.0,5.0
8,2.977272727272727,0.07499999999999996,6.0
9,3.977272727272727,1.075,7.0
10,4.9772727272727275,2.075,8.0
11,5.9772727272727275,3.075,9.0
12,6.9772727272727275,4.075,10.0
13,7.9772727272727275,5.075,11.0
14,8.977272727272727,6.075,12.0
15,9.977272727272727,7.075,13.0
16,10.977272727272727,8.075,14.0
17,11.977272727272727,9.075,15.0
18,12.977272727272727,10.075,16.0
19,13.977272727272727,11.075,17.0
20,14.977272727272727,12.075,18.0
21,15.977272727272727,13.075,19.0
22,16.977272727272727,14.075,20.0
23,17.977272727272727,15.075,21.0
24,18.977272727272727,16.075,22.0
25,19.977272727272727,17.075,23.0
26,20.977272727272727,18.075,24.0
27,21.977272727272727,19.075,25.0
28,22.977272727272727,20.075,26.0
29,23.977272727272727,21.075,27.0
30,24.977272727272727,22.075,28.0
