Day of isolation,Mean,Lower_CI,Upper_CI
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.019801980198019802,0.0,0.0
3,0.5024752475247525,0.0,1.0
4,1.0024752475247525,0.0,2.0
5,1.5024752475247525,0.0,3.0
6,2.0024752475247523,0.0,4.0
7,2.5024752475247523,0.0,5.0
8,3.0024752475247523,0.0,6.0
9,3.5024752475247523,0.0,7.0
10,4.002475247524752,0.0,8.0
11,4.52970297029703,0.0,9.0
12,5.146039603960396,0.0,10.0
13,5.836633663366337,0.0,11.0
14,6.601485148514851,0.0,12.0
15,7.381188118811881,0.0,13.0
16,8.160891089108912,0.0,14.0
17,8.945544554455445,0.0,15.0
18,9.73019801980198,0.0,16.0
19,10.514851485148515,0.0,17.0
20,11.299504950495049,0.0,18.0
21,12.084158415841584,0.0,19.0
22,12.868811881188119,0.0,20.0
23,13.655940594059405,0.0,21.0
24,14.443069306930694,0.0,22.0
25,15.240099009900991,0.0,23.0
26,16.03960396039604,0.0,24.0
27,16.853960396039604,0.0,25.0
28,17.678217821782177,0.0,26.0
29,18.52227722772277,0.0,27.0
30,19.378712871287128,0.0,28.0
