Day of isolation,Mean,Lower_CI,Upper_CI
0,0.0,0.0,0.0
1,0.18181818181818182,0.0,1.0
2,0.4318181818181818,0.0,2.0
3,0.6818181818181818,0.0,3.0
4,1.0227272727272727,0.0,4.0
5,1.7727272727272727,0.0,5.0
6,2.522727272727273,0.0,6.0
7,3.272727272727273,0.0,7.0
8,4.136363636363637,0.0,8.0
9,5.045454545454546,0.0,9.0
10,6.0227272727272725,1.0,10.0
11,7.0227272727272725,2.0,11.0
12,8.022727272727273,3.0,12.0
13,9.022727272727273,4.0,13.0
14,10.022727272727273,5.0,14.0
15,11.022727272727273,6.0,15.0
16,12.022727272727273,7.0,16.0
17,13.022727272727273,8.0,17.0
18,14.022727272727273,9.0,18.0
19,15.022727272727273,10.0,19.0
20,16.022727272727273,11.0,20.0
21,17.022727272727273,12.0,21.0
22,18.022727272727273,13.0,22.0
23,19.022727272727273,14.0,23.0
24,20.022727272727273,15.0,24.0
25,21.022727272727273,16.0,25.0
26,22.022727272727273,17.0,26.0
27,23.022727272727273,18.0,27.0
28,24.022727272727273,19.0,28.0
29,25.022727272727273,20.0,29.0
30,26.022727272727273,21.0,30.0
