Day of isolation,Mean,Lower_CI,Upper_CI
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,1.0
3,1.0,0.0,2.0
4,2.0,0.0,3.0
5,3.0,0.0,4.0
6,4.0,0.0,5.0
7,5.0,0.0,6.0
8,6.0,0.0,7.0
9,7.0,0.0,8.0
10,8.0,0.0,9.0
11,9.0,0.0,10.0
12,10.0,0.0,11.0
13,11.0,0.0,12.0
14,12.0,1.0,13.0
15,13.0,2.0,14.0
16,14.0,3.0,15.0
17,15.0,4.0,16.0
18,16.0,5.0,17.0
19,17.0,6.0,18.0
20,18.0,7.0,19.0
21,19.0,8.0,20.0
22,20.0,9.0,21.0
23,21.0,10.0,22.0
24,22.0,11.0,23.0
25,23.0,12.0,24.0
26,24.0,13.0,25.0
27,25.0,14.0,26.0
28,26.0,15.0,27.0
29,27.0,16.0,28.0
30,28.0,17.0,29.0
