Day of isolation,Mean,Lower_CI,Upper_CI
0,0.0,0.0,0.0
1,0.3316831683168317,0.0,1.0
2,0.7277227722772277,0.0,2.0
3,1.2227722772277227,0.0,3.0
4,1.7277227722772277,0.0,4.0
5,2.245049504950495,0.0,5.0
6,2.777227722772277,0.0,6.0
7,3.3564356435643563,0.0,7.0
8,4.0272277227722775,0.0,8.0
9,4.762376237623762,0.0,9.0
10,5.621287128712871,0.0,10.0
11,6.512376237623762,0.0,11.0
12,7.413366336633663,0.0,12.0
13,8.319306930693068,0.0,13.0
14,9.240099009900991,0.0,14.0
15,10.168316831683168,0.0,15.0
16,11.116336633663366,0.0,16.0
17,12.066831683168317,0.0,17.0
18,13.017326732673267,0.0,18.0
19,13.982673267326733,0.0,19.0
20,14.950495049504951,0.0,20.0
21,15.933168316831683,1.0,21.0
22,16.915841584158414,2.0,22.0
23,17.89851485148515,3.0,23.0
24,18.88118811881188,4.0,24.0
25,19.863861386138613,5.0,25.0
26,20.856435643564357,6.0,26.0
27,21.85148514851485,7.0,27.0
28,22.846534653465348,8.0,28.0
29,23.84158415841584,9.0,29.0
30,24.84158415841584,10.0,30.0
