Day of isolation,Mean,Lower_CI,Upper_CI
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.25,0.0,1.0
4,0.75,0.0,2.0
5,1.25,0.0,3.0
6,1.7954545454545454,0.0,4.0
7,2.4545454545454546,0.0,5.0
8,3.1136363636363638,0.0,6.0
9,3.8181818181818183,0.0,7.0
10,4.5227272727272725,0.0,8.0
11,5.25,0.0,9.0
12,6.0227272727272725,0.0,10.0
13,7.0227272727272725,1.0,11.0
14,8.022727272727273,2.0,12.0
15,9.022727272727273,3.0,13.0
16,10.022727272727273,4.0,14.0
17,11.022727272727273,5.0,15.0
18,12.022727272727273,6.0,16.0
19,13.022727272727273,7.0,17.0
20,14.022727272727273,8.0,18.0
21,15.022727272727273,9.0,19.0
22,16.022727272727273,10.0,20.0
23,17.022727272727273,11.0,21.0
24,18.022727272727273,12.0,22.0
25,19.022727272727273,13.0,23.0
26,20.022727272727273,14.0,24.0
27,21.022727272727273,15.0,25.0
28,22.022727272727273,16.0,26.0
29,23.022727272727273,17.0,27.0
30,24.022727272727273,18.0,28.0
