Day of isolation,Mean,Lower_CI,Upper_CI
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.6311881188118812,0.0,1.0
3,1.3836633663366336,0.0,2.0
4,2.1930693069306932,0.0,3.0
5,3.051980198019802,0.0,4.0
6,3.9455445544554455,0.0,5.0
7,4.853960396039604,0.0,6.0
8,5.762376237623762,0.0,7.0
9,6.670792079207921,0.0,8.0
10,7.586633663366337,0.0,9.0
11,8.51980198019802,0.0,10.0
12,9.452970297029703,0.0,11.0
13,10.386138613861386,0.0,12.0
14,11.349009900990099,0.0,13.0
15,12.316831683168317,0.0,14.0
16,13.28960396039604,0.07500000000000107,15.0
17,14.264851485148515,1.075000000000001,16.0
18,15.262376237623762,2.075000000000001,17.0
19,16.262376237623762,3.075000000000001,18.0
20,17.262376237623762,4.075000000000001,19.0
21,18.262376237623762,5.075000000000001,20.0
22,19.262376237623762,6.075000000000001,21.0
23,20.262376237623762,7.075000000000001,22.0
24,21.262376237623762,8.075000000000001,23.0
25,22.262376237623762,9.075000000000001,24.0
26,23.262376237623762,10.075000000000001,25.0
27,24.262376237623762,11.075000000000001,26.0
28,25.262376237623762,12.075000000000001,27.0
29,26.262376237623762,13.075000000000001,28.0
30,27.262376237623762,14.075000000000001,29.0
