Day of isolation,Mean,Lower_CI,Upper_CI
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.25,0.0,1.0
3,1.25,1.0,2.0
4,2.25,2.0,3.0
5,3.25,3.0,4.0
6,4.25,4.0,5.0
7,5.25,5.0,6.0
8,6.25,6.0,7.0
9,7.25,7.0,8.0
10,8.25,8.0,9.0
11,9.25,9.0,10.0
12,10.25,10.0,11.0
13,11.25,11.0,12.0
14,12.25,12.0,13.0
15,13.25,13.0,14.0
16,14.25,14.0,15.0
17,15.25,15.0,16.0
18,16.25,16.0,17.0
19,17.25,17.0,18.0
20,18.25,18.0,19.0
21,19.25,19.0,20.0
22,20.25,20.0,21.0
23,21.25,21.0,22.0
24,22.25,22.0,23.0
25,23.25,23.0,24.0
26,24.25,24.0,25.0
27,25.25,25.0,26.0
28,26.25,26.0,27.0
29,27.25,27.0,28.0
30,28.25,28.0,29.0
