Day of isolation,Mean,Lower_CI,Upper_CI
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0005562360940976475,0.0,0.0
3,0.002906177345566361,0.0,0.0
4,0.006906077348066298,0.0,0.0
5,0.012762180945476364,0.0,0.0
6,0.020324491887702807,0.0,0.0
7,0.028543036424089396,0.0,0.0
8,0.04698007549811255,0.0,0.0
9,0.3745593860153496,0.0,1.0
10,1.0520049498762531,0.0,2.0
11,1.93820779480513,0.0,3.0
12,2.904252393690158,0.0,4.0
13,3.890765230869228,1.0,5.0
14,4.88278418039549,2.0,6.0
15,5.877159321016975,3.0,7.0
16,6.872621934451638,4.0,8.0
17,7.8690845228869275,5.0,9.0
18,8.866197095072623,6.0,10.0
19,9.863853403664908,7.0,11.0
20,10.861940951476214,8.0,12.0
21,11.860409739756506,9.0,13.0
22,12.859203519912002,10.0,14.0
23,13.858378540536487,11.0,15.0
24,14.857778555536111,12.0,16.0
25,15.857234819129522,13.0,17.0
26,16.856834829129273,14.0,18.0
27,17.856541086472838,15.0,19.0
28,18.85632234194145,16.0,20.0
29,19.856159846003848,17.0,21.0
30,20.85601609959751,18.0,22.0
